Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome
2,2,"[14, 84]",0.5149439123532388,0.5149439123532388,-,-,Improved
3,3,"[11, 14, 84]",0.52666845484203,0.52666845484203,-,-,Improved
4,4,"[1, 11, 14, 84]",0.5542922750824305,0.5542922750824305,-,-,Improved
5,4,"[1, 11, 14, 84]",0.514795406570018,0.5542922750824305,0.01706736076483637,0.24171914190554988,Reject
6,4,"[1, 11, 14, 84]",0.5490500863557859,0.5542922750824305,0.5794229889441537,0.8925012013185886,Reject
7,3,"[1, 11, 84]",0.5524945046318103,0.5542922750824305,0.8277517542756178,0.3153218142979888,Accept
8,4,"[1, 11, 76, 84]",0.5488086826817397,0.5542922750824305,0.6760472805148147,0.18240701375439472,Accept
9,5,"[1, 4, 11, 76, 84]",0.5535480016049964,0.5542922750824305,-,-,Improved
10,5,"[1, 4, 24, 76, 84]",0.5580908393084558,0.5580908393084558,-,-,Improved
11,5,"[1, 24, 40, 76, 84]",0.5634392282060676,0.5634392282060676,-,-,Improved
12,5,"[1, 24, 40, 70, 84]",0.5861071858481185,0.5861071858481185,-,-,Improved
13,6,"[1, 24, 34, 40, 70, 84]",0.5873514942167792,0.5873514942167792,-,-,Improved
14,5,"[24, 34, 40, 70, 84]",0.592598916627414,0.592598916627414,-,-,Improved
15,5,"[24, 34, 40, 77, 84]",0.5719064566214825,0.592598916627414,0.09460370806241475,0.03800578488250672,Accept
16,5,"[24, 34, 40, 77, 84]",0.5572237923274193,0.592598916627414,0.18450125746617158,0.5406179028099303,Reject
17,5,"[24, 34, 38, 40, 77]",0.5720325011775789,0.592598916627414,-,-,Improved
18,5,"[24, 34, 38, 40, 77]",0.5620469592296017,0.592598916627414,0.3095120260301063,0.5028921376395016,Reject
19,5,"[24, 34, 38, 40, 77]",0.5467736518902322,0.592598916627414,0.049961293546307066,0.7880433124872022,Reject
20,6,"[4, 24, 34, 38, 40, 77]",0.5741172519669929,0.592598916627414,-,-,Improved
21,6,"[4, 7, 24, 34, 38, 77]",0.5727270546571065,0.592598916627414,0.8451252755791143,0.42462256862899617,Accept
22,7,"[4, 7, 24, 34, 38, 60, 77]",0.5727063379913121,0.592598916627414,0.9974703171614433,0.7744457799132448,Accept
23,7,"[4, 7, 23, 34, 38, 60, 77]",0.5676510353971493,0.592598916627414,0.5356248972066026,0.27397402881870736,Accept
24,8,"[4, 7, 23, 34, 38, 60, 77, 92]",0.5713335862947262,0.592598916627414,-,-,Improved
25,9,"[4, 7, 23, 34, 38, 60, 71, 77, 92]",0.5739888086390678,0.592598916627414,-,-,Improved
26,9,"[4, 7, 23, 34, 38, 60, 71, 77, 92]",0.5727599832522112,0.592598916627414,0.8552143383957018,0.9794034831002553,Reject
27,10,"[4, 7, 23, 34, 38, 60, 71, 77, 80, 92]",0.5788755429947139,0.592598916627414,-,-,Improved
28,10,"[4, 7, 23, 34, 38, 60, 71, 77, 80, 92]",0.5714511261143386,0.592598916627414,0.38130490076598866,0.6525254452569995,Reject
29,10,"[4, 7, 23, 34, 38, 60, 71, 77, 80, 92]",0.5654906142600443,0.592598916627414,0.17277542278887154,0.9689724595356464,Reject
30,10,"[4, 7, 20, 23, 38, 60, 71, 77, 80, 92]",0.5773481795502521,0.592598916627414,0.8167885437305233,0.40505381864534806,Accept
31,10,"[4, 7, 20, 23, 38, 60, 71, 77, 80, 92]",0.5741767851223809,0.592598916627414,0.6541274899214892,0.6617883918961354,Reject
32,9,"[4, 7, 20, 23, 38, 60, 71, 77, 80]",0.5673969836534603,0.592598916627414,0.26046131916045423,0.10098803800304512,Accept
33,8,"[7, 20, 23, 38, 60, 71, 77, 80]",0.5682585788803405,0.592598916627414,-,-,Improved
34,8,"[7, 23, 38, 60, 71, 77, 80, 87]",0.5668317457825229,0.592598916627414,0.8213467538174777,0.23508565621340138,Accept
35,8,"[7, 23, 38, 60, 71, 77, 80, 87]",0.5569706128643952,0.592598916627414,0.25310965083014875,0.98979317892207,Reject
36,8,"[7, 23, 38, 60, 71, 77, 80, 87]",0.5595649936323511,0.592598916627414,0.359626478602895,0.9867722419798034,Reject
37,8,"[7, 23, 38, 60, 71, 77, 80, 87]",0.5619670365136686,0.592598916627414,0.5007980370327563,0.5818454826977938,Reject
38,8,"[7, 23, 38, 60, 71, 77, 80, 87]",0.548401109541006,0.592598916627414,0.07089831038256628,0.24927422205676464,Reject
39,7,"[7, 23, 60, 71, 77, 80, 87]",0.5645803893860889,0.592598916627414,0.7214124466251102,0.4337975547006211,Accept
40,7,"[7, 23, 60, 71, 77, 80, 87]",0.5510251478515727,0.592598916627414,0.13724918815347112,0.3420846861326222,Reject
41,7,"[7, 23, 60, 71, 77, 80, 87]",0.5594337153922646,0.592598916627414,0.4668965404936499,0.7699102389564322,Reject
42,6,"[7, 23, 60, 71, 77, 87]",0.5672962352366497,0.592598916627414,-,-,Improved
43,5,"[7, 23, 71, 77, 87]",0.564471790443293,0.592598916627414,0.6528084073716378,0.2734363798589122,Accept
44,4,"[7, 23, 71, 87]",0.558096945273111,0.592598916627414,0.378219615253428,0.17190811422983754,Accept
45,4,"[7, 23, 71, 87]",0.549429964585405,0.592598916627414,0.2630989667413823,0.3112726186814163,Reject
46,4,"[2, 7, 23, 87]",0.5542362310497024,0.592598916627414,0.5483809786392109,0.3195855657563915,Accept
47,4,"[2, 7, 23, 35]",0.5598087960782262,0.592598916627414,-,-,Improved
48,4,"[2, 23, 29, 35]",0.5667809354337852,0.592598916627414,-,-,Improved
49,4,"[2, 23, 35, 53]",0.568151942569041,0.592598916627414,-,-,Improved
50,4,"[2, 23, 35, 53]",0.5590915633014079,0.592598916627414,0.23043954649574983,0.919592648681093,Reject
51,4,"[2, 23, 35, 53]",0.5580443903630432,0.592598916627414,0.19129347689547943,0.40166662377840046,Reject
52,3,"[2, 23, 35]",0.5551695713612812,0.592598916627414,0.11697150023542349,0.027032492839340727,Accept
53,3,"[2, 23, 52]",0.5534714589766403,0.592598916627414,0.7531340553566168,0.14983150096631237,Accept
54,3,"[23, 52, 78]",0.5567675895396103,0.592598916627414,-,-,Improved
55,2,"[23, 52]",0.5560839395683955,0.592598916627414,0.8900676798157724,0.3098742352191203,Accept
56,2,"[23, 52]",0.5121418197519234,0.592598916627414,0.0005203432360760441,0.5847081330182476,Reject
57,2,"[23, 27]",0.5639721916923989,0.592598916627414,-,-,Improved
58,2,"[23, 27]",0.5499979283334206,0.592598916627414,0.08600570752618943,0.1845660095616981,Reject
59,3,"[23, 27, 90]",0.5621607918563877,0.592598916627414,0.7252606422892888,0.06372917972125769,Accept
60,3,"[23, 27, 90]",0.5490830149508905,0.592598916627414,0.09608036265803686,0.3094115886994968,Reject
61,3,"[23, 27, 90]",0.5379153146316359,0.592598916627414,0.012439668299728927,0.059044271254740766,Reject
62,4,"[23, 27, 55, 90]",0.5690783046352995,0.592598916627414,-,-,Improved
63,4,"[23, 27, 55, 90]",0.5602379581654193,0.592598916627414,0.19553644498382855,0.34803535617311165,Reject
64,5,"[23, 27, 35, 55, 90]",0.5679384518762757,0.592598916627414,0.808517681121746,0.020076507817977873,Accept
65,5,"[23, 27, 35, 55, 90]",0.5480081471014113,0.592598916627414,0.0234233743880128,0.8811383885264038,Reject
66,5,"[23, 27, 35, 55, 90]",0.556549955513686,0.592598916627414,0.11454636721694708,0.33140526505341483,Reject
67,5,"[23, 27, 35, 65, 90]",0.5638079848572076,0.592598916627414,0.4521231144345806,0.03712477046678786,Accept
68,6,"[23, 27, 35, 45, 65, 90]",0.5621364770328501,0.592598916627414,0.7229044417869792,0.5248242314932455,Accept
69,6,"[27, 35, 45, 65, 80, 90]",0.5597911323947593,0.592598916627414,0.6313566572047219,0.5279769380236145,Accept
70,7,"[5, 27, 35, 45, 65, 80, 90]",0.5613078104010747,0.592598916627414,-,-,Improved
71,8,"[3, 5, 27, 35, 45, 65, 80, 90]",0.5591109715462048,0.592598916627414,0.644351415613745,0.3977762248782709,Accept
72,9,"[3, 5, 27, 35, 37, 45, 65, 80, 90]",0.5577977530050069,0.592598916627414,0.7669120328908311,0.40831473536149454,Accept
73,8,"[3, 5, 27, 35, 37, 45, 80, 90]",0.5589674813768077,0.592598916627414,-,-,Improved
74,8,"[5, 27, 35, 37, 45, 75, 80, 90]",0.5549905357547845,0.592598916627414,0.44043016647914307,0.017790236440856422,Accept
75,7,"[5, 27, 35, 37, 45, 80, 90]",0.5584995028000209,0.592598916627414,-,-,Improved
76,8,"[5, 27, 35, 37, 45, 74, 80, 90]",0.5829019905444777,0.592598916627414,-,-,Improved
77,9,"[5, 10, 27, 35, 37, 45, 74, 80, 90]",0.5909263184522252,0.592598916627414,-,-,Improved
78,9,"[5, 10, 27, 35, 37, 45, 74, 80, 90]",0.5578919593168298,0.592598916627414,0.0008327871972130265,0.8947800365520738,Reject
79,9,"[5, 10, 27, 35, 37, 45, 74, 80, 90]",0.5589092566424172,0.592598916627414,0.0009665376519555172,0.7246408078677549,Reject
80,9,"[5, 10, 27, 35, 37, 45, 74, 80, 90]",0.5880532440117932,0.592598916627414,0.5330080166905402,0.8787951160314099,Reject
81,9,"[5, 10, 27, 35, 37, 45, 74, 80, 90]",0.581360452539209,0.592598916627414,0.12049612818560552,0.5965638981661284,Reject
82,10,"[5, 10, 27, 35, 37, 45, 56, 74, 80, 90]",0.5883672650512028,0.592598916627414,0.5644938186844061,0.5007506779815647,Accept
83,10,"[5, 10, 27, 35, 37, 45, 56, 74, 80, 90]",0.5849703860714224,0.592598916627414,0.4645403788037153,0.5556981584094313,Reject
84,9,"[5, 10, 27, 35, 37, 56, 74, 80, 90]",0.589352069922018,0.592598916627414,-,-,Improved
85,8,"[5, 10, 35, 37, 56, 74, 80, 90]",0.5839910329547635,0.592598916627414,0.2909499800339884,0.02227368193822843,Accept
86,7,"[5, 10, 35, 56, 74, 80, 90]",0.5809727237836046,0.592598916627414,0.49553683616218247,0.25510791495088625,Accept
87,7,"[5, 10, 35, 56, 74, 80, 90]",0.5791514017550287,0.592598916627414,0.6518426130919722,0.8935182498688852,Reject
88,6,"[5, 10, 35, 74, 80, 90]",0.5839908148845973,0.592598916627414,-,-,Improved
89,7,"[5, 10, 32, 35, 74, 80, 90]",0.5884677953978472,0.592598916627414,-,-,Improved
90,6,"[10, 32, 35, 74, 80, 90]",0.5860633537447009,0.592598916627414,0.5586343035679788,0.511185431205893,Accept
91,5,"[10, 32, 35, 74, 80]",0.5854802341201305,0.592598916627414,0.8670707105861636,0.05724068103587532,Accept
92,5,"[10, 32, 35, 74, 80]",0.5823108023237556,0.592598916627414,0.4569898947139383,0.6814162638308136,Reject
93,5,"[10, 32, 35, 74, 80]",0.5403501770729751,0.592598916627414,1.2836270738686663e-05,0.7179961560106518,Reject
94,4,"[10, 32, 35, 74]",0.5824564731948151,0.592598916627414,0.46660543887474987,0.29161972586038387,Accept
95,5,"[10, 32, 35, 46, 74]",0.5880737426074214,0.592598916627414,-,-,Improved
96,5,"[10, 32, 35, 46, 74]",0.5760336525880567,0.592598916627414,0.04519092135157384,0.12980415405171952,Reject
97,6,"[10, 32, 35, 46, 63, 74]",0.5844099457441426,0.592598916627414,0.3860098126614061,0.0038212095799793344,Accept
98,6,"[10, 13, 32, 35, 46, 74]",0.5846921285392788,0.592598916627414,-,-,Improved
99,6,"[10, 13, 32, 35, 46, 74]",0.5558695765949652,0.592598916627414,0.0004806153697912136,0.9225825509836224,Reject
100,6,"[10, 13, 32, 35, 46, 74]",0.5790179428132796,0.592598916627414,0.21885666375220073,0.9942364899174372,Reject
101,6,"[13, 32, 35, 46, 74, 81]",0.5825293086303449,0.592598916627414,0.5571206995944085,0.14317770844560707,Accept
